ID,Title,Year_of_release,Target_Age,IMDb_rating,Rotten_tomatoes_rating,Netflix,Prime_Video,Disney,Runtime_in_mins,Genre_Crime,Genre_Drama,Genre_Romance,Genre_Action,Genre_Comedy,Genre_Adventure,Genre_Sci_Fi,Genre_Thriller,Genre_Animation,Language_Hindi,Language_English,Language_Other
2288,Kismat Konnection,2008,all,5.2,49,1,0,0,153,0,1,1,0,1,0,0,0,0,1,0,0
2289,Iron Fists and Kung Fu Kicks,2019,18+,6.6,49,1,0,0,107,0,0,0,0,0,0,0,0,0,0,1,0
2290,"Lorena, Light-footed Woman",2019,18+,7,49,1,0,0,28,0,0,0,0,0,0,0,0,0,0,0,1
2291,African America,2021,18+,6.2,49,1,0,0,96,0,1,0,0,0,0,0,0,0,0,1,0
2292,Christmas Catch,2018,7+,5.4,49,1,0,0,87,1,0,1,0,1,0,0,0,0,0,1,1
2293,Brent Morin: I'm Brent Morin,2015,18+,6.6,49,1,0,0,67,0,0,0,0,1,0,0,0,0,0,1,0
2294,Dead Kids,2019,18+,5.5,49,1,0,0,97,0,0,0,0,0,0,1,1,0,0,1,0
2295,Bygones Be Bygones,2017,13+,6.2,49,1,0,0,108,0,0,0,0,1,0,0,0,0,0,0,1
2296,The Royal Bengal Tiger,2014,18+,6.9,49,1,0,0,110,0,0,0,0,0,0,0,1,0,1,0,1
2297,Puss in Book: Trapped in an Epic Tale,2017,all,5.3,49,1,0,0,23,0,0,0,1,1,1,0,0,1,0,1,0
2298,The Next Skin,2016,18+,6.2,49,1,0,0,103,0,1,0,0,0,0,0,1,0,0,0,1
2299,"Strip Down, Rise Up",2021,18+,5.2,49,1,0,0,112,0,0,0,0,0,0,0,0,0,0,1,0
2300,Shawn Mendes: In Wonder,2020,18+,6.6,49,1,0,0,83,0,0,0,0,0,0,0,0,0,0,1,0
2301,Lowriders,2017,13+,5.7,49,1,0,0,98,1,1,0,0,0,1,0,0,0,0,1,0
2302,Satyagraha,2013,7+,5.9,49,1,0,0,152,0,1,0,0,0,0,0,0,0,1,0,0
2303,The Brave,2019,18+,5.1,49,1,0,0,110,0,1,0,0,0,0,0,0,0,0,1,0
2304,In Family I Trust,2019,18+,6.2,49,1,0,0,97,0,0,1,0,1,0,0,0,0,0,0,1
2305,The Great Magician,2011,18+,5.9,49,1,0,0,128,0,1,1,0,1,0,0,0,0,0,0,1
2306,Maz Jobrani: Immigrant,2017,18+,6.7,49,1,0,0,112,0,0,0,0,1,0,0,0,0,0,1,0
2307,A Beautiful Life,2011,18+,6.7,49,1,0,0,81,0,1,0,0,0,0,0,0,0,0,1,0
2308,Lang Tong,2015,18+,4.9,49,1,0,0,82,0,0,0,0,0,0,0,1,0,0,1,1
2309,Gori Tere Pyaar Mein,2013,18+,4.9,49,1,0,0,150,0,1,1,0,1,0,0,0,0,1,1,1
2310,Nikki Glaser: Bangin',2019,18+,6,49,1,0,0,63,0,0,0,0,1,0,0,0,0,0,1,0
2311,Growing Up Wild,2016,all,7.2,49,1,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0
2312,What Would Sophia Loren Do?,2021,18+,6.6,49,1,0,0,32,0,0,0,0,0,0,0,0,0,0,1,1
2313,Wedding Association 2: Circumcision,2015,13+,6.3,49,1,0,0,95,0,0,0,0,0,0,0,0,0,0,1,0
2314,Bhaji in Problem,2013,18+,7.2,49,1,0,0,118,0,0,0,0,1,0,0,0,0,0,0,1
2315,What Did I Mess,2018,18+,7.2,49,1,0,0,100,0,0,1,0,1,0,0,0,0,0,0,1
2316,The Journey Is the Destination,2016,18+,6.3,49,1,0,0,123,0,1,0,0,0,0,0,0,0,0,1,0
2317,Sister In Law,2016,18+,5,49,1,0,0,109,0,0,1,0,1,0,0,0,0,0,0,1
2318,Ahaan,2021,18+,7.1,49,1,0,0,81,0,1,0,0,1,0,0,0,0,1,1,0
2319,Dolly Kitty and Those Twinkling Stars,2019,18+,5.3,49,1,0,0,126,0,1,0,0,1,0,0,0,0,1,0,0
2320,Brij Mohan Amar Rahe!,2018,18+,6.8,49,1,0,0,105,1,1,0,0,1,0,0,0,0,1,0,0
2321,Citation,2020,18+,6.2,49,1,0,0,151,0,1,0,0,0,0,0,1,0,0,1,1
2322,Rock my Heart,2017,7+,6.5,49,1,0,0,105,0,1,0,0,0,0,0,0,0,0,0,1
2323,Silent,2014,18+,6.3,49,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1
2324,Cristina,2016,18+,8,49,1,0,0,110,0,0,0,0,0,0,0,1,0,0,1,0
2325,Bankrolled,2021,18+,4.4,49,1,0,0,97,0,0,0,0,1,0,0,0,0,0,0,1
2326,Adam Devine: Best Time of Our Lives,2019,13+,5.8,49,1,0,0,58,0,0,0,0,1,0,0,0,0,0,1,0
2327,Mann,1999,18+,6.2,49,1,0,0,160,0,1,1,0,0,0,0,0,0,1,0,0
2328,Anjaan,2014,18+,5.2,49,1,0,0,166,1,0,0,1,0,0,0,1,0,0,0,1
2329,Love or Money,2021,18+,7,49,1,0,0,30,0,0,0,0,1,0,0,0,0,0,1,0
2330,Lionheart,2018,18+,5.7,49,1,1,0,108,1,1,0,1,0,0,0,0,0,0,1,1
2331,Much Ado About Nothing,2016,18+,6.5,49,1,0,0,111,0,1,1,0,1,0,0,0,0,0,1,0
2332,Todd Glass: Act Happy,2018,18+,5,49,1,0,0,62,0,0,0,0,1,0,0,0,0,0,1,0
2333,Ave Maryam,2019,18+,7.1,49,1,0,0,85,0,1,1,0,0,0,0,0,0,0,0,1
2334,Making the Witcher,2020,18+,6.8,49,1,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0
2335,Todd Barry: Spicy Honey,2017,16+,6.8,49,1,0,0,60,0,0,0,0,1,0,0,0,0,0,1,0
2336,Joe Mande's Award-Winning Comedy Special,2017,18+,6.1,49,1,0,0,66,0,0,0,0,1,0,0,0,0,0,1,0
2337,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",2015,18+,6.1,49,1,0,0,95,0,0,0,0,0,0,0,0,0,0,1,0
2338,Alt-Right: Age of Rage,2018,18+,5.9,49,1,0,0,104,0,0,0,0,0,0,0,0,0,0,1,0
2339,Back to School,2019,18+,5.3,49,1,0,0,96,0,0,1,0,1,0,0,0,0,0,1,0
2340,The Girl from the Song,2017,18+,5.6,49,1,0,0,102,0,1,1,0,0,0,0,0,0,0,1,0
2341,Aelay,2021,18+,7.1,49,1,0,0,153,0,1,0,0,1,0,0,0,0,0,0,1
2342,Care Of Kaadhal,2021,18+,7.8,49,1,0,0,134,0,1,0,0,0,0,0,0,0,0,0,1
2343,HiGH&LOW The Movie,2016,18+,6.5,49,1,0,0,124,0,0,0,1,0,0,0,0,0,0,0,1
2344,Aakhri Adaalat,1988,18+,5.2,49,1,0,0,148,0,0,0,1,0,0,0,1,0,1,0,0
2345,Redemption,2019,18+,6.2,49,1,1,0,99,0,1,0,1,0,0,0,1,0,0,1,1
2346,Alien Xmas,2020,18+,6.2,49,1,0,0,40,0,0,0,0,1,1,1,0,1,0,1,0
2347,Neevevaro,2018,18+,6.8,49,1,0,0,130,0,1,1,1,0,0,0,1,0,0,0,1
2348,World Famous Lover,2020,18+,5,49,1,0,0,154,0,0,1,0,0,0,0,0,0,0,0,1
2349,Under the Riccione Sun,2020,18+,5.4,49,1,0,0,101,0,1,1,0,1,0,0,0,0,0,0,1
2350,Norman Lear: Just Another Version of You,2016,13+,7.3,49,1,0,0,91,0,0,0,0,0,0,0,0,0,0,1,0
2351,Motichoor Chaknachoor,2019,18+,5.8,49,1,0,0,150,0,0,1,0,1,0,0,0,0,0,1,0
2352,Neşeli Hayat,2009,18+,6.1,49,1,0,0,100,0,0,0,0,1,0,0,0,0,0,0,1
2353,The Jews,2016,18+,5.4,49,1,0,0,111,0,0,0,0,1,0,0,0,0,0,0,1
2354,Bon Bini Holland,2015,18+,5.5,49,1,0,0,85,0,0,0,0,1,0,0,0,0,0,0,1
2355,Surviving Christmas with the Relatives,2018,18+,5.1,49,1,0,0,101,0,0,0,0,1,0,0,0,0,0,1,0
2356,One 2 Ka 4,2001,7+,5.4,49,1,0,0,169,1,1,0,1,1,0,0,1,0,1,0,0
2357,ReMastered: Who Shot the Sheriff,2018,18+,6.9,49,1,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0
2358,Dolly Parton: A MusiCares Tribute,2021,7+,6.5,49,1,0,0,55,0,0,0,0,0,0,0,0,0,0,1,0
2359,Invisible,2017,18+,6,49,1,0,0,112,0,0,0,1,0,0,1,1,0,0,1,0
2360,Maska,2020,18+,5.8,49,1,1,0,101,1,0,0,1,1,0,0,0,0,0,1,1
2361,Theo Von: No Offense,2016,18+,5.6,49,1,0,0,67,0,0,0,0,1,0,0,0,0,0,1,0
2362,Maria Bamford: Old Baby,2017,18+,6.1,49,1,0,0,64,0,0,0,0,1,0,0,0,0,0,1,0
2363,Overnight Republic,2017,18+,5.8,49,1,0,0,110,0,0,0,0,1,0,0,0,0,0,0,1
2364,Christmas with a Prince,2018,7+,5.2,49,1,0,0,90,0,0,1,0,0,0,0,0,0,0,1,0
2365,Barbie: Princess Adventure,2020,all,5.6,49,1,0,0,72,0,0,0,0,0,0,0,0,1,0,1,0
2366,Guddiyan Patole,2019,18+,7.2,48,1,0,0,127,0,1,0,0,1,0,0,0,0,0,0,1
2367,El testigo: Caín y Abel,2018,18+,8.2,48,1,0,0,76,0,0,0,0,0,0,0,0,0,0,0,1
2368,The Suit,2018,18+,5.5,48,1,0,0,100,0,1,0,1,1,0,0,0,0,0,0,1
2369,The Love Affair,2015,18+,6.3,48,1,0,0,125,0,1,1,0,0,0,0,0,0,0,0,1
2370,Sam Smith: Love Goes - Live at Abbey Road Studios,2021,18+,6.9,48,1,0,0,61,0,0,0,0,0,0,0,0,0,0,1,0
2371,Colin Quinn: The New York Story,2016,18+,6.8,48,1,0,0,62,0,0,0,0,1,0,0,0,0,0,1,0
2372,Swiped,2018,16+,3,48,1,0,0,93,0,0,1,0,1,0,0,0,0,0,1,0
2373,Pinky Memsaab,2018,7+,6.4,48,1,0,0,124,0,1,0,0,0,0,0,0,0,0,1,1
2374,Thi Mai,2018,16+,6,48,1,0,0,99,0,0,0,0,1,0,0,0,0,0,1,1
2375,Verses of Love,2008,18+,7,48,1,0,0,130,0,1,1,0,0,0,0,0,0,0,0,1
2376,Joan Rivers: Don't Start with Me,2012,18+,6.6,48,1,0,0,68,0,0,0,0,1,0,0,0,0,0,1,0
2377,Get the Grift,2021,18+,5.4,48,1,0,0,94,1,0,0,0,1,0,0,0,0,0,0,1
2378,The F**k-It List,2020,18+,5.1,48,1,0,0,103,0,0,0,0,1,0,0,0,0,0,1,0
2379,The Last Paradiso,2021,18+,5.6,48,1,0,0,107,0,1,1,0,0,0,0,0,0,0,0,1
2380,LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda,2018,18+,5.7,48,1,0,0,22,0,0,0,1,1,1,1,0,1,0,1,0
2381,Namaste Wahala,2020,18+,5.1,48,1,0,0,106,0,1,1,0,0,0,0,0,0,0,1,0
2382,Hantu Kak Limah,2018,18+,6.2,48,1,0,0,111,0,0,0,0,1,0,0,0,0,0,0,1
2383,"Yours Sincerely, Kanan Gill",2020,18+,7.3,48,1,0,0,72,0,0,0,0,1,0,0,0,0,0,1,0
2384,Tribhanga,2021,18+,6.1,48,1,0,0,95,0,1,0,0,0,0,0,0,0,1,0,0
2385,A Love Story,2007,18+,6.4,48,1,0,0,115,0,1,1,0,0,0,0,0,0,0,0,1
2386,The Mad Monk,1993,18+,6.2,48,1,0,0,89,0,0,0,0,1,0,0,0,0,0,0,1
2387,Mrs. Serial Killer,2020,18+,4.8,48,1,0,0,106,1,1,0,0,0,0,0,1,0,1,1,0
2388,John Henry,2020,18+,3.5,48,1,0,0,91,0,1,0,0,0,0,0,1,0,0,1,0
2389,HiGH&LOW The Movie 3: Final Mission,2017,18+,7.5,48,1,0,0,118,0,1,0,1,0,0,0,0,0,0,0,1
2390,Tiffany Haddish: Black Mitzvah,2019,18+,6.2,48,1,0,0,55,0,0,0,0,1,0,0,0,0,0,1,0
2391,Helios,2015,18+,5.6,48,1,0,0,118,1,1,0,1,0,0,0,1,0,0,0,1
2392,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,2016,18+,5.7,48,1,0,0,75,0,0,0,0,1,0,0,0,0,0,1,0
2393,Milestone,2020,18+,6.5,48,1,0,0,98,0,1,0,0,0,0,0,0,0,1,0,1
2394,Chronically Metropolitan,2016,18+,5.1,48,1,0,0,90,0,1,0,0,1,0,0,0,0,0,1,1
2395,Spivak,2018,18+,5.6,48,1,0,0,91,0,0,0,0,1,0,0,0,0,0,1,0
2396,Reggie Watts: Spatial,2016,18+,6.1,48,1,0,0,61,0,0,0,0,1,0,0,0,0,0,1,0
2397,Fiza,2000,18+,6.1,48,1,0,0,170,1,1,1,1,0,0,0,0,0,1,0,1
2398,"Sincerely Yours, Dhaka",2019,18+,7,48,1,0,0,134,0,1,0,0,0,0,0,0,0,0,0,1
2399,Roll with Me,2017,18+,8.4,48,1,0,0,90,0,0,0,0,0,0,0,0,0,0,1,1
2400,Kalakalappu,2012,all,6.9,48,1,0,0,135,0,0,0,0,1,0,0,0,0,0,0,1
2401,Chhota Bheem And The Curse of Damyaan,2012,all,5.9,48,1,0,0,88,0,0,0,0,0,1,0,0,1,1,0,0
2402,The Last Thing He Wanted,2020,18+,4.3,48,1,0,0,115,1,1,0,0,0,0,0,1,0,0,1,1
2403,Barbie & Chelsea the Lost Birthday,2021,18+,6,48,1,0,0,60,0,0,0,0,0,1,0,0,1,0,1,0
2404,Dying to Tell,2019,18+,6.8,48,1,0,0,87,0,0,0,0,0,0,0,0,0,0,1,1
2405,Calum Von Moger: Unbroken,2019,18+,6.2,48,1,0,0,95,0,0,0,0,0,0,0,0,0,0,1,0
2406,Welcome to Sajjanpur,2008,7+,6.9,48,1,0,0,133,0,1,0,0,1,0,0,0,0,1,0,0
2407,Hero,1997,18+,6.2,48,1,1,0,120,0,0,0,1,0,1,0,0,0,0,0,1
2408,Until Midnight,2018,18+,7,48,1,0,0,78,0,1,0,0,0,0,0,1,0,0,1,1
2409,Pretty Guardians Sailor Moon Eternal The MOVIE - Part 2,2021,18+,6.2,48,1,0,0,95,0,0,0,0,0,0,0,0,0,0,1,0
2410,Sisters on Track,2021,7+,5.7,48,1,0,0,96,0,0,0,0,0,0,0,0,0,0,1,0
2411,HiGH&LOW THE WORST,2019,18+,6.8,48,1,0,0,125,0,0,0,1,0,0,0,0,0,0,0,1
2412,Slam,2016,18+,6,48,1,0,0,100,0,1,1,0,1,0,0,0,0,0,0,1
2413,All the Reasons to Forget,2017,18+,6.3,48,1,0,0,91,0,1,0,0,1,0,0,0,0,0,0,1
2414,Cedric the Entertainer: Live from the Ville,2016,18+,6,48,1,0,0,60,0,0,0,0,1,0,0,0,0,0,1,0
2415,Jo Koy: Live from Seattle,2017,18+,7.2,48,1,0,0,62,0,0,0,0,1,0,0,0,0,0,1,0
2416,Ghosts of Sugar Land,2019,18+,5.5,48,1,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0
2417,Kathleen Madigan: Bothering Jesus,2016,18+,7,48,1,0,0,72,0,0,0,0,1,0,0,0,0,0,1,0
2418,Professor,1962,18+,7,48,1,0,0,100,0,1,0,0,0,0,0,0,0,0,1,0
2419,Jhankaar Beats,2003,18+,7.2,48,1,0,0,143,0,0,1,0,1,0,0,0,0,1,1,0
2420,Qila,1998,18+,5.1,48,1,0,0,133,0,1,0,0,0,0,0,0,0,1,0,0
2421,Disco Dancer,1982,13+,6.5,48,1,0,0,135,0,1,1,0,0,0,0,0,0,1,1,0
2422,The Girl Allergic to Wi-Fi,2018,18+,6.3,48,1,0,0,110,0,0,1,0,0,0,0,0,0,0,0,1
2423,A Heavy Heart,2015,18+,7.1,48,1,0,0,109,0,1,0,0,0,0,0,0,0,0,0,1
2424,Paradise Beach,2019,18+,4.5,48,1,0,0,93,1,1,0,1,0,0,0,1,0,0,1,1
2425,Chelsea Handler: Uganda Be Kidding Me Live,2014,18+,5.8,48,1,0,0,71,0,0,0,0,1,0,0,0,0,0,1,0
2426,Chris D'Elia: Man on Fire,2017,18+,6.6,48,1,0,0,65,0,0,0,0,1,0,0,0,0,0,1,0
2427,Quiet,2020,18+,6.4,48,1,0,0,102,0,1,0,0,0,0,0,0,0,0,0,1
2428,Mama's Boy,2018,18+,6,48,1,0,0,93,0,1,0,0,1,0,0,0,0,0,1,0
2429,Mayday Life,2019,18+,7,48,1,0,0,112,0,0,0,0,0,0,0,0,0,0,0,1
2430,Coin Heist,2017,7+,4.8,48,1,0,0,97,1,1,1,0,0,0,0,1,0,0,1,0
2431,Dance Dreams: Hot Chocolate Nutcracker,2020,all,7.1,48,1,0,0,80,0,0,0,0,0,0,0,0,0,0,1,0
2432,Belmonte,2019,18+,6,48,1,0,0,60,0,1,1,0,1,0,0,0,0,0,0,1
2433,ReMastered: The Lion's Share,2019,13+,6.9,48,1,0,0,84,0,0,0,0,0,0,0,0,0,0,1,0
2434,Holiday Rush,2019,7+,4.9,48,1,0,0,92,0,1,1,0,1,0,0,0,0,0,1,0
2435,Searching for Sheela,2021,13+,4.2,48,1,0,0,58,1,0,0,0,0,0,0,0,0,1,1,0
2436,The Last Hour,2017,18+,6.3,48,1,0,0,36,1,1,0,0,0,0,0,1,0,0,1,0
2437,Under the Eiffel Tower,2019,18+,5.3,48,1,0,0,87,0,0,1,0,1,0,0,0,0,0,1,0
2438,A Truthful Mother,2019,18+,8.3,48,1,0,0,85,0,0,0,0,0,0,0,0,1,0,0,1
2439,Lynne Koplitz: Hormonal Beast,2017,18+,6.2,48,1,0,0,51,0,0,0,0,1,0,0,0,0,0,1,0
2440,40 Sticks,2020,18+,6.8,48,1,0,0,92,0,0,0,0,0,0,0,1,0,0,0,1
2441,Pulang,2018,16+,6.7,48,1,0,0,120,0,1,0,0,0,0,0,0,0,0,1,1
2442,Road To High & Low,2016,18+,6.5,48,1,0,0,95,0,1,0,1,0,0,0,0,0,0,0,1
2443,From A to B,2015,18+,5.8,48,1,0,0,108,0,1,0,0,1,1,0,0,0,0,1,1
2444,Gardeners of Eden,2015,18+,8.1,48,1,0,0,72,0,1,0,0,0,1,0,0,0,0,1,0
2445,Jessica Darling's It List,2016,18+,5.4,48,1,0,0,79,0,0,0,0,0,0,0,0,0,0,1,0
2446,Woodshock,2017,18+,4.3,48,1,0,0,100,0,1,0,0,0,0,0,1,0,0,1,0
2447,Pants on Fire,2014,18+,5.2,48,1,1,0,30,0,0,0,0,1,0,0,0,0,0,1,0
2448,F.R.E.D.I.,2018,18+,5.1,48,1,0,0,89,0,0,0,0,0,1,1,0,0,0,1,0
2449,Opium and the Kung Fu Master,1984,18+,6.5,48,1,0,0,85,0,1,0,1,0,0,0,0,0,0,0,1
2450,Dad Wanted,2020,18+,5.7,48,1,0,0,102,0,1,0,0,1,0,0,0,0,0,0,1
2451,Husband Factor,2015,13+,6.2,48,1,0,0,108,0,1,1,0,1,0,0,0,0,0,0,1
2452,A Second Chance: Rivals!,2019,7+,5.1,48,1,0,0,89,0,1,0,0,0,0,0,0,0,0,1,0
2453,Latte and the Magic Waterstone,2019,18+,5.7,48,1,0,0,81,0,0,0,0,1,1,0,0,1,0,1,1
2454,A Sort of Family,2017,18+,6.3,48,1,0,0,95,1,1,0,0,0,0,0,1,0,0,0,1
2455,Rajma Chawal,2018,18+,5.8,48,1,0,0,117,0,1,0,0,1,0,0,0,0,1,0,0
2456,Pegasus,2019,18+,6.2,48,1,0,0,98,0,0,0,0,1,0,0,0,0,0,0,1
2457,Unchained: The Untold Story of Freestyle Motocross,2016,18+,7.9,48,1,0,0,92,0,0,0,0,0,0,0,0,0,0,1,0
2458,Airplane Mode,2020,18+,5,48,1,0,0,80,0,0,0,0,1,0,0,0,0,0,1,0
2459,Getaway Plan,2017,18+,5.6,48,1,0,0,105,1,1,0,1,0,1,0,1,0,0,0,1
2460,Paris Is Us,2019,18+,4.6,48,1,0,0,83,0,1,0,0,0,0,0,0,0,0,0,1
2461,Unexpectedly Yours,2017,16+,7,48,1,0,0,120,0,0,1,0,1,0,0,0,0,0,0,1
2462,Qlimax - The Source,2020,18+,7.5,48,1,0,0,56,0,0,0,0,0,0,0,0,0,0,1,0
2463,Game,2011,18+,5.2,48,1,0,0,129,0,1,0,0,0,0,0,1,0,0,1,1
2464,Eeda,2018,18+,7.1,48,1,0,0,152,0,1,1,0,0,0,0,0,0,0,0,1
2465,The George McKenna Story,1986,18+,6.1,48,1,0,0,100,0,1,0,0,0,0,0,0,0,0,1,0
2466,Bhai - Vyakti ki Valli,2019,18+,8.1,48,1,0,0,153,0,1,0,0,0,0,0,0,0,0,0,1
2467,Too Handsome To Handle,2019,18+,6.8,48,1,0,0,106,0,1,0,0,1,0,0,0,0,0,0,1
2468,What the F* Is Going On?,2019,18+,7.6,48,1,0,0,95,0,0,0,0,1,0,0,0,0,0,1,0
2469,Budapest,2018,18+,5.4,48,1,0,0,102,0,0,0,0,1,0,0,0,0,0,1,1
2470,The Married Couples,1981,18+,8.1,48,1,0,0,194,0,0,0,0,1,0,0,0,0,0,0,1
2471,Jatt James Bond,2014,7+,6.7,48,1,0,0,220,0,0,0,0,1,0,0,0,0,0,0,1
2472,One Last Shot,1998,18+,6.7,48,1,0,0,30,0,1,0,0,1,0,0,0,0,0,1,0
2473,HiGH&LOW The Movie 2: End of Sky,2017,18+,7,48,1,0,0,124,0,0,0,1,0,0,0,0,0,0,0,1
2474,Liar's Dice,2013,18+,6.8,48,1,0,0,104,0,1,0,0,0,1,0,0,0,1,0,0
2475,Maria Bamford: The Special Special Special!,2012,18+,6.9,48,1,1,0,49,0,0,0,0,1,0,0,0,0,0,1,0
2476,LEGO Marvel Super Heroes - Guardians of the Galaxy: The Thanos Threat,2017,18+,5.9,48,1,0,0,22,0,0,0,1,1,1,1,0,1,0,1,0
2477,Brahman Naman,2016,18+,5.6,48,1,0,0,95,0,0,0,0,1,0,0,0,0,0,1,0
2478,Anjelah Johnson: Not Fancy,2015,18+,5.8,48,1,0,0,90,0,0,0,0,1,0,0,0,0,0,1,1
2479,Locksmith’s Debt,2016,13+,5.6,47,1,0,0,104,0,0,0,1,1,1,0,0,0,0,0,1
2480,Xico's Journey,2020,18+,5.2,47,1,0,0,85,0,0,0,0,0,0,0,0,1,0,0,1
2481,"Look Out, Officer!",1990,18+,5.9,47,1,0,0,90,1,0,0,1,1,0,0,0,0,0,0,1
2482,Girls with Balls,2019,18+,3.8,47,1,0,0,77,0,0,0,0,1,0,0,0,0,0,0,1
2483,Sofía Niño de Rivera: Exposed,2016,18+,7.4,47,1,0,0,95,0,0,0,0,1,0,0,0,0,0,0,1
2484,"Love, Surreal and Odd",2017,all,5.6,47,1,0,0,95,0,0,1,0,1,0,0,0,0,0,0,1
2485,The 3rd Eye 2,2019,18+,5.5,47,1,0,0,116,0,1,0,0,0,0,0,1,0,0,0,1
2486,"Ron White: If You Quit Listening, I'll Shut Up",2018,18+,6.5,47,1,0,0,63,0,0,0,0,1,0,0,0,0,0,1,0
2487,Camarón: The Film,2018,18+,7.4,47,1,0,0,104,0,0,0,0,0,0,0,0,0,0,0,1
2488,Party Monster: Scratching the Surface,2018,18+,7,47,1,0,0,33,0,0,0,0,1,0,0,0,0,0,1,0
2489,Shawn Mendes: Live in Concert,2020,7+,7.4,47,1,0,0,88,0,0,0,0,0,0,0,0,0,0,1,0
2490,Metro,2016,18+,7.2,47,1,0,0,85,0,0,0,0,0,0,0,1,0,0,1,1
2491,Little Door Gods,2016,18+,5.5,47,1,0,0,103,0,0,0,0,1,0,0,0,1,0,0,1
2492,#FriendButMarried 2,2020,16+,6.9,47,1,0,0,100,0,1,1,0,1,0,0,0,0,0,0,1
2493,Marvel Super Hero Adventures: Frost Fight!,2015,7+,5.2,47,1,0,0,73,0,0,0,1,0,1,1,0,1,0,1,0
2494,My Way: The Rise and Fall of Silvio Berlusconi,2016,18+,6.4,47,1,0,0,98,0,0,0,0,0,0,0,0,0,0,0,1
2495,Evvarikee Cheppoddu,2019,18+,7.2,47,1,0,0,133,0,1,0,0,0,0,0,0,0,0,0,1
2496,Rhys Nicholson: Live at the Athenaeum,2020,18+,7.6,47,1,0,0,65,0,0,0,0,1,0,0,0,0,0,1,0
2497,Simon Amstell: Set Free,2019,18+,6.4,47,1,0,0,51,0,0,0,0,1,0,0,0,0,0,1,0
2498,Action Replayy,2010,7+,4.2,47,1,0,0,129,0,0,1,0,1,0,1,0,0,1,0,0
2499,Interview with a Serial Killer,2008,13+,5.9,47,1,0,0,44,1,0,0,0,0,0,0,0,0,0,1,0
2500,Christmas Break-In,2019,18+,4.4,47,1,0,0,87,0,0,0,0,0,0,0,0,0,0,1,0
2501,The Return of the Prodigal Son,1976,18+,7.3,47,1,0,0,120,1,1,0,0,0,0,0,0,0,0,0,1
2502,Saawan,2016,18+,7.4,47,1,0,0,137,0,1,0,0,0,0,0,1,0,0,0,1
2503,Nasha Natasha,2020,7+,6.5,47,1,0,0,83,0,0,0,0,0,0,0,0,0,0,0,1
2504,Zip & Zap and the Captain's Island,2016,18+,5.7,47,1,0,0,105,0,0,0,0,1,1,1,0,0,0,0,1
2505,Love Is a Story,2015,18+,6.1,47,1,0,0,97,0,0,1,0,1,0,0,0,0,0,0,1
2506,Haani,2013,7+,7,47,1,0,0,138,0,0,1,0,0,0,0,0,0,0,0,1
2507,Alibaba Aur 40 Chor,1979,18+,6.2,47,1,0,0,138,0,0,1,1,0,1,0,0,0,1,0,1
2508,Carlos Ballarta: Furia Ñera,2018,18+,7.2,47,1,0,0,95,0,0,0,0,1,0,0,0,0,0,0,1
2509,Casablancas: The Man Who Loved Women,2016,18+,6.2,47,1,0,0,89,0,0,0,0,0,0,0,0,0,0,1,0
2510,Chance Pe Dance,2010,all,4.7,47,1,0,0,122,0,1,0,0,1,0,0,0,0,1,0,1
2511,Bulletproof 2,2020,18+,3.5,47,1,0,0,97,0,0,0,1,1,0,0,0,0,0,1,0
2512,Meghnadbodh Rohoshyo,2017,18+,6.3,47,1,0,0,95,0,0,0,0,0,0,0,1,0,0,0,1
2513,Jatts in Golmaal,2013,7+,6.2,47,1,0,0,129,0,0,0,0,1,0,0,0,0,0,0,1
2514,Seven,2019,18+,5.2,47,1,0,0,127,1,1,0,0,0,0,0,1,0,0,1,0
2515,Jonaki,2018,18+,6.8,47,1,0,0,90,0,1,0,0,0,0,0,0,0,0,1,1
2516,Colin Quinn: Unconstitutional,2015,18+,7.1,47,1,0,0,55,0,0,0,0,1,0,0,0,0,0,1,0
2517,Gold Statue,2021,18+,5.8,47,1,0,0,145,0,1,0,0,1,1,0,0,0,0,1,0
2518,Belief: The Possession of Janet Moses,2015,18+,5.7,47,1,0,0,89,1,1,0,0,0,0,0,0,0,0,1,0
2519,Kenny Sebastian: The Most Interesting Person in the Room,2020,18+,6.1,47,1,0,0,67,0,0,0,0,1,0,0,0,0,0,1,0
2520,Ghost of the Mountains,2017,all,6.9,47,1,0,0,78,0,0,0,0,0,0,0,0,0,0,1,0
2521,Vir Das: Losing It,2018,13+,7.1,47,1,0,0,67,0,0,0,0,1,0,0,0,0,0,1,0
2522,So Much Love to Give,2020,16+,5.2,47,1,0,0,108,0,0,0,0,1,0,0,0,0,0,0,1
2523,Wish Upon a Unicorn,2020,7+,5.5,47,1,0,0,93,0,0,0,0,0,1,0,0,0,0,1,0
2524,Nightmare in Columbia County,1991,18+,5.7,47,1,0,0,100,1,1,0,0,0,0,0,1,0,0,1,0
2525,Lucid Dream,2017,18+,6.2,47,1,0,0,101,0,0,0,0,0,0,1,1,0,0,0,1
